Wave,Start_date,End_date,state,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Start_Date,End_Date,N_national,N_state
1,4/16/2020,4/30/2020,WY,37.55,0.0,17.26,2.63,5.43,1.94,0.0,50.83,60.61,72.8,31.41,40.4,7.93,0.62,0.35,04/16/2020 UTC,04/30/2020,19489.0,145.0
1_gap,5/1/2020,5/1/2020,WY,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,WY,32.83,6.39,14.04,2.83,2.72,1.45,0.0,39.03,48.89,77.45,25.68,48.93,14.4,1.22,2.65,05/02/2020 UTC,05/15/2020,20305.0,115.0
3,5/16/2020,6/1/2020,WY,29.45,2.42,16.06,7.57,4.7,3.06,0.0,40.2,50.46,69.69,38.12,36.87,14.51,2.94,0.0,05/16/2020 UTC,06/01/2020,18103.0,108.0
3_gap,6/2/2020,6/11/2020,WY,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,WY,28.3,2.57,22.2,16.89,14.11,7.2,0.0,37.52,45.35,56.63,38.6,52.66,15.74,8.21,2.32,06/12/2020 UTC,06/28/2020,22470.0,146.0
5_gap,6/29/2020,7/9/2020,WY,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,WY,45.21,3.7,20.42,16.74,10.22,5.41,0.0,38.25,49.03,69.0,49.3,53.17,12.16,7.42,2.38,07/10/2020 UTC,07/27/2020,19058.0,157.0
7_gap,7/28/2020,8/6/2020,WY,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,WY,37.83,1.58,24.11,14.15,15.78,6.52,1.58,32.96,39.46,69.32,48.56,59.22,23.62,4.89,3.21,08/07/2020 UTC,08/26/2020,21196.0,142.0
9_gap,8/27/2020,9/2/2020,WY,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,WY,40.66,8.03,34.56,24.57,11.27,8.09,1.46,20.62,33.5,61.27,40.81,58.86,25.76,6.47,1.69,09/04/2020 UTC,09/28/2020,20315.0,132.0
10_gap,9/29/2020,10/1/2020,WY,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,WY,20.4,2.73,20.26,31.62,12.34,10.26,2.98,32.34,39.94,62.68,50.37,55.74,12.57,5.45,2.45,10/02/2020 UTC,11/04/2020,27342.0,282.0
13,11/4/2020,12/1/2020,WY,42.82,3.31,7.84,5.67,6.65,0.0,0.0,44.52,47.4,67.38,61.16,51.65,12.92,3.8,3.91,11/03/2020 UTC,12/01/2020,24017.0,286.0
13_gap,12/2/2020,12/15/2020,WY,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,WY,42.42,6.5,16.64,17.91,11.63,7.92,2.62,36.7,43.16,59.91,64.05,54.51,19.82,6.59,1.87,12/16/2020 UTC,01/11/2021,25640.0,347.0
14_gap,1/12/2021,2/4/2021,WY,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,WY,42.79,4.58,19.83,18.97,9.37,5.85,2.17,36.33,40.49,63.19,58.87,51.08,15.82,6.72,2.24,02/05/2021 UTC,03/01/2021,21500.0,295.0
17,4/1/2021,5/3/2021,WY,43.88,8.31,26.72,23.68,14.43,8.86,2.07,25.09,33.67,60.21,47.29,56.73,19.46,7.46,4.08,04/01/2021 UTC,05/03/2021,21733.0,267.0
17_gap,5/4/2021,6/8/2021,WY,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,WY,43.19,11.4,32.8,22.72,17.65,8.15,2.31,22.95,29.86,58.09,24.64,59.18,15.2,5.76,4.09,06/09/2021 UTC,07/06/2021,20669.0,178.0
18_gap,7/7/2021,8/25/2021,WY,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,WY,39.76,7.15,24.01,17.13,4.61,7.45,3.87,20.28,26.72,59.02,32.26,60.84,14.42,8.87,4.38,08/26/2021 UTC,09/27/2021,21079.0,206.0
19_gap,9/28/2021,11/2/2021,WY,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,WY,42.43,5.64,16.44,25.14,6.55,9.44,2.26,15.34,24.32,62.15,17.44,58.89,19.57,13.63,3.81,11/03/2021 UTC,12/02/2021,22277.0,205.0
20_gap,12/3/2021,12/21/2021,WY,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,WY,39.34,8.87,27.82,20.24,7.8,6.54,0.75,20.36,28.52,49.62,26.23,65.32,22.64,7.35,0.99,12/22/2021 UTC,01/24/2022,22961.0,320.0
21_gap,1/25/2022,3/1/2022,WY,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,WY,42.62,8.42,28.76,32.71,12.25,7.02,4.16,14.78,16.4,46.1,10.58,61.04,17.78,10.23,3.58,03/02/2022 UTC,04/04/2022,22234.0,277.0
22_gap,4/5/2022,6/7/2022,WY,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,WY,38.25,7.79,27.24,29.68,8.65,5.8,1.71,11.71,16.61,49.31,12.26,60.38,16.96,9.78,5.1,06/08/2022 UTC,07/06/2022,24141.0,266.0
